No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
34450,2017,2,3,9,87.0,94.0,29.0,71.0,2400.0,3.0,-3.5,1016.4,-16.8,0.0,NNW,1.2,Changping
34451,2017,2,3,10,142.0,224.0,63.0,89.0,4400.0,4.0,0.1,1016.0,-16.7,0.0,SSW,0.7,Changping
34452,2017,2,3,11,166.0,179.0,66.0,102.0,4300.0,4.0,2.1,1015.4,-16.9,0.0,W,0.8,Changping
34453,2017,2,3,12,143.0,143.0,50.0,93.0,300.0,9.0,4.1,1014.2,-16.9,0.0,S,1.7,Changping
34454,2017,2,3,13,127.0,127.0,47.0,83.0,2400.0,22.0,5.4,1012.9,-16.4,0.0,SSE,1.5,Changping
34455,2017,2,3,14,129.0,129.0,57.0,76.0,2200.0,33.0,5.5,1011.8,-17.0,0.0,SE,1.6,Changping
34456,2017,2,3,15,105.0,105.0,41.0,59.0,1600.0,45.0,6.0,1011.4,-17.3,0.0,SE,1.6,Changping
34457,2017,2,3,16,106.0,106.0,45.0,61.0,1700.0,48.0,5.8,1010.9,-17.4,0.0,ESE,1.6,Changping
34458,2017,2,3,17,117.0,117.0,49.0,66.0,1700.0,46.0,5.3,1011.3,-17.2,0.0,ESE,1.5,Changping
34459,2017,2,3,18,111.0,118.0,42.0,74.0,1700.0,36.0,4.4,1011.8,-16.7,0.0,E,1.2,Changping
34460,2017,2,3,19,130.0,141.0,43.0,84.0,200.0,24.0,2.9,1012.1,-16.2,0.0,NE,0.8,Changping
34461,2017,2,3,20,142.0,142.0,55.0,105.0,2400.0,9.0,0.3,1011.6,-16.6,0.0,NE,0.7,Changping
34462,2017,2,3,21,131.0,133.0,42.0,82.0,2200.0,17.0,-0.7,1011.7,-15.8,0.0,ENE,0.6,Changping
34463,2017,2,3,22,165.0,167.0,45.0,91.0,2700.0,12.0,0.1,1011.6,-15.5,0.0,NNW,1.2,Changping
34464,2017,2,3,23,178.0,178.0,46.0,79.0,2600.0,21.0,1.3,1011.5,-14.4,0.0,NNW,0.8,Changping
34465,2017,2,4,0,183.0,195.0,59.0,94.0,3200.0,11.0,0.3,1011.7,-14.9,0.0,W,1.2,Changping
34466,2017,2,4,1,196.0,196.0,62.0,88.0,3500.0,2.0,0.5,1011.3,-13.9,0.0,SE,0.6,Changping
34467,2017,2,4,2,197.0,197.0,46.0,55.0,2600.0,2.0,0.9,1011.1,-13.2,0.0,NNW,1.1,Changping
34468,2017,2,4,3,216.0,216.0,25.0,57.0,3100.0,2.0,0.4,1010.7,-13.3,0.0,NNW,1.1,Changping
34469,2017,2,4,4,200.0,200.0,19.0,47.0,1300.0,48.0,0.7,1010.0,-13.4,0.0,NNW,1.1,Changping
34470,2017,2,4,5,203.0,203.0,35.0,110.0,2600.0,2.0,-0.7,1009.9,-13.0,0.0,NNW,0.9,Changping
34471,2017,2,4,6,209.0,209.0,39.0,106.0,3900.0,4.0,-2.1,1009.8,-13.0,0.0,N,0.8,Changping
34472,2017,2,4,7,207.0,207.0,34.0,91.0,3500.0,5.0,-2.3,1010.0,-12.4,0.0,SW,0.5,Changping
34473,2017,2,4,8,237.0,242.0,44.0,93.0,4100.0,6.0,-2.2,1010.5,-12.3,0.0,NNW,1.7,Changping
34474,2017,2,4,9,240.0,246.0,52.0,80.0,3400.0,10.0,-1.4,1010.6,-11.8,0.0,NNW,1.3,Changping
34475,2017,2,4,10,255.0,255.0,66.0,99.0,400.0,6.0,2.2,1010.3,-11.4,0.0,SW,1.0,Changping
34476,2017,2,4,11,290.0,297.0,77.0,118.0,4600.0,8.0,4.3,1009.8,-10.6,0.0,S,1.0,Changping
34477,2017,2,4,12,296.0,296.0,72.0,123.0,4200.0,14.0,6.5,1008.7,-10.3,0.0,S,1.2,Changping
34478,2017,2,4,13,266.0,266.0,68.0,108.0,3600.0,33.0,8.2,1007.5,-9.7,0.0,SSW,1.9,Changping
34479,2017,2,4,14,228.0,228.0,58.0,97.0,300.0,43.0,9.9,1006.3,-9.8,0.0,SSE,1.7,Changping
34480,2017,2,4,15,136.0,136.0,35.0,62.0,1800.0,62.0,10.7,1005.9,-8.6,0.0,WNW,5.4,Changping
34481,2017,2,4,16,35.0,35.0,11.0,36.0,800.0,66.0,10.6,1005.9,-8.7,0.0,WNW,3.8,Changping
34482,2017,2,4,17,30.0,39.0,14.0,40.0,800.0,56.0,9.3,1006.9,-8.3,0.0,WNW,4.7,Changping
34483,2017,2,4,18,23.0,25.0,14.0,43.0,800.0,49.0,7.3,1008.1,-8.7,0.0,NW,2.3,Changping
34484,2017,2,4,19,15.0,15.0,8.0,23.0,600.0,67.0,7.0,1008.9,-10.3,0.0,NNW,2.5,Changping
34485,2017,2,4,20,15.0,15.0,6.0,22.0,500.0,69.0,6.5,1009.9,-13.2,0.0,NNW,2.7,Changping
34486,2017,2,4,21,8.0,11.0,5.0,15.0,500.0,75.0,6.0,1010.5,-12.1,0.0,NNW,3.0,Changping
34487,2017,2,4,22,10.0,10.0,5.0,13.0,500.0,74.0,5.1,1010.8,-11.1,0.0,NW,1.5,Changping
34488,2017,2,4,23,21.0,21.0,10.0,26.0,900.0,59.0,2.9,1010.9,-10.7,0.0,N,1.2,Changping
34489,2017,2,5,0,22.0,22.0,11.0,37.0,800.0,44.0,0.1,1011.0,-11.0,0.0,NNW,1.6,Changping
34490,2017,2,5,1,19.0,19.0,11.0,20.0,600.0,61.0,2.6,1011.0,-10.0,0.0,NNE,1.9,Changping
34491,2017,2,5,2,20.0,23.0,11.0,22.0,600.0,55.0,0.5,1011.4,-10.4,0.0,N,1.3,Changping
34492,2017,2,5,3,21.0,25.0,11.0,28.0,900.0,47.0,1.1,1012.0,-10.4,0.0,NNW,1.6,Changping
34493,2017,2,5,4,22.0,28.0,13.0,25.0,800.0,48.0,0.7,1012.3,-10.5,0.0,NNW,2.1,Changping
34494,2017,2,5,5,22.0,22.0,15.0,28.0,900.0,41.0,0.5,1012.7,-12.2,0.0,NNE,1.6,Changping
34495,2017,2,5,6,17.0,22.0,13.0,24.0,700.0,46.0,1.2,1012.5,-13.7,0.0,N,2.9,Changping
34496,2017,2,5,7,14.0,20.0,11.0,24.0,700.0,49.0,1.2,1013.4,-15.8,0.0,NW,4.6,Changping
34497,2017,2,5,8,13.0,21.0,12.0,23.0,700.0,49.0,1.1,1013.9,-15.9,0.0,NW,4.1,Changping
34498,2017,2,5,9,16.0,17.0,14.0,25.0,700.0,48.0,3.0,1014.5,-16.2,0.0,NW,5.1,Changping
34499,2017,2,5,10,9.0,26.0,9.0,21.0,500.0,53.0,4.3,1014.1,-16.7,0.0,WNW,6.7,Changping
34500,2017,2,5,11,12.0,19.0,8.0,20.0,500.0,59.0,6.0,1014.2,-17.3,0.0,WNW,4.1,Changping
34501,2017,2,5,12,9.0,20.0,6.0,17.0,400.0,66.0,7.4,1013.4,-17.6,0.0,NW,2.7,Changping
34502,2017,2,5,13,11.0,13.0,6.0,14.0,400.0,71.0,7.8,1012.2,-17.3,0.0,WNW,4.0,Changping
34503,2017,2,5,14,10.0,30.0,6.0,16.0,400.0,73.0,8.4,1011.5,-17.6,0.0,WNW,3.8,Changping
34504,2017,2,5,15,16.0,32.0,7.0,19.0,400.0,73.0,8.8,1011.5,-16.5,0.0,NNW,3.4,Changping
34505,2017,2,5,16,21.0,23.0,7.0,18.0,400.0,75.0,8.2,1011.5,-17.0,0.0,N,2.4,Changping
34506,2017,2,5,17,8.0,17.0,4.0,16.0,300.0,73.0,7.8,1012.4,-18.1,0.0,NNW,3.2,Changping
34507,2017,2,5,18,7.0,18.0,5.0,18.0,400.0,74.0,6.3,1013.8,-17.7,0.0,N,1.8,Changping
34508,2017,2,5,19,7.0,18.0,5.0,15.0,400.0,76.0,5.3,1014.8,-17.2,0.0,N,1.2,Changping
34509,2017,2,5,20,7.0,17.0,6.0,18.0,400.0,70.0,4.0,1015.9,-16.4,0.0,N,1.5,Changping
34510,2017,2,5,21,5.0,15.0,5.0,14.0,400.0,72.0,3.7,1016.4,-15.6,0.0,NNE,1.3,Changping
34511,2017,2,5,22,9.0,15.0,6.0,19.0,400.0,65.0,2.9,1017.3,-15.7,0.0,N,1.6,Changping
34512,2017,2,5,23,4.0,11.0,5.0,13.0,500.0,67.0,2.56666666666667,1018.0,-15.4,0.0,NW,1.0,Changping
34513,2017,2,6,0,3.0,14.0,5.0,10.0,400.0,71.0,2.56,1018.0,-15.7,0.0,NW,1.3,Changping
34514,2017,2,6,1,3.0,12.0,4.0,7.0,800.0,58.0,2.25,1018.5,-15.8,0.0,NE,1.8,Changping
34515,2017,2,6,2,4.0,9.0,10.0,2.0,200.0,40.0,1.95,1019.0,-15.9,0.0,NE,3.2,Changping
34516,2017,2,6,3,3.0,10.0,4.0,3.0,200.0,46.0,1.375,1020.5,-16.2,0.0,NE,2.3,Changping
34517,2017,2,6,4,7.0,15.0,4.0,4.0,200.0,76.0,0.05,1020.75,-15.9,0.0,SW,1.8,Changping
34518,2017,2,6,5,12.0,27.0,8.0,51.0,700.0,76.0,-2.45,1021.75,-14.8,0.0,NW,1.3,Changping
34519,2017,2,6,6,21.0,46.0,13.0,73.0,1000.0,6.0,-3.15,1022.0,-14.6,0.0,NW,0.8,Changping
34520,2017,2,6,7,26.0,62.0,22.0,78.0,1000.0,4.0,-3.5,1022.0,-14.6,0.0,NE,0.4,Changping
34521,2017,2,6,8,40.0,63.0,26.0,73.0,1900.0,7.0,-3.8,1023.8,-14.3,0.0,SSE,0.9,Changping
34522,2017,2,6,9,25.0,57.0,25.0,58.0,1300.0,16.0,0.1,1024.6,-14.3,0.0,SW,0.8,Changping
34523,2017,2,6,10,35.0,68.0,26.0,51.0,1300.0,26.0,1.0,1024.9,-14.7,0.0,W,1.7,Changping
34524,2017,2,6,11,35.0,43.0,21.0,47.0,1100.0,31.0,2.6,1024.9,-15.0,0.0,SSE,2.2,Changping
34525,2017,2,6,12,18.0,19.0,17.0,35.0,700.0,46.0,3.8,1024.2,-17.2,0.0,S,2.5,Changping
34526,2017,2,6,13,13.0,13.0,6.0,19.0,400.0,63.0,3.9,1022.8,-18.3,0.0,ESE,1.8,Changping
34527,2017,2,6,14,11.0,11.0,5.0,17.0,400.0,66.0,4.7,1022.0,-18.3,0.0,SSE,2.2,Changping
34528,2017,2,6,15,10.0,10.0,3.0,16.0,300.0,67.0,4.5,1021.7,-19.2,0.0,S,2.5,Changping
34529,2017,2,6,16,3.0,6.0,5.0,2.0,300.0,44.0,3.7,1022.0,-19.9,0.0,S,1.8,Changping
34530,2017,2,6,17,3.0,5.0,3.0,2.0,400.0,19.0,3.4,1022.1,-20.9,0.0,SE,1.0,Changping
34531,2017,2,6,18,8.0,8.0,4.0,2.0,100.0,76.0,3.0,1022.3,-21.2,0.0,ESE,1.4,Changping
34532,2017,2,6,19,14.0,15.0,13.0,48.0,500.0,21.0,2.4,1022.4,-18.9,0.0,SSE,2.0,Changping
34533,2017,2,6,20,31.0,32.0,22.0,71.0,800.0,14.0,1.6,1022.9,-17.4,0.0,SSE,1.9,Changping
34534,2017,2,6,21,37.0,42.0,19.0,55.0,800.0,23.0,0.3,1023.2,-17.0,0.0,N,1.3,Changping
34535,2017,2,6,22,42.0,47.0,22.0,65.0,900.0,14.0,-0.5,1023.4,-16.4,0.0,NE,0.8,Changping
34536,2017,2,6,23,47.0,51.0,23.0,59.0,900.0,71.0,-1.3,1023.3,-17.1,0.0,N,0.9,Changping
34537,2017,2,7,0,47.0,48.0,19.0,57.0,1100.0,67.0,-1.6,1023.5,-16.6,0.0,NNE,0.7,Changping
34538,2017,2,7,1,42.0,42.0,16.0,41.0,900.0,21.0,-1.6,1023.1,-16.6,0.0,ENE,0.8,Changping
34539,2017,2,7,2,34.0,34.0,14.0,34.0,900.0,24.0,-2.2,1022.8,-16.3,0.0,NE,0.1,Changping
34540,2017,2,7,3,33.0,43.0,14.0,40.0,900.0,19.0,-1.6,1023.0,-16.6,0.0,WSW,0.7,Changping
34541,2017,2,7,4,48.0,52.0,20.0,54.0,1300.0,67.0,-1.1,1022.5,-16.5,0.0,ENE,1.3,Changping
34542,2017,2,7,5,49.0,53.0,20.0,55.0,1200.0,67.0,-0.8,1022.3,-16.3,0.0,E,1.1,Changping
34543,2017,2,7,6,57.0,59.0,18.0,61.0,1000.0,4.0,-1.6,1021.9,-15.1,0.0,ENE,1.2,Changping
34544,2017,2,7,7,62.0,79.0,21.0,69.0,1600.0,67.0,-1.3,1022.4,-15.2,0.0,ESE,0.9,Changping
34545,2017,2,7,8,72.0,83.0,23.0,67.0,1000.0,2.0,-1.7,1022.8,-14.8,0.0,NNW,1.0,Changping
34546,2017,2,7,9,65.0,76.0,25.0,62.0,1400.0,6.0,-1.2,1023.2,-14.4,0.0,WSW,1.4,Changping
34547,2017,2,7,10,69.0,76.0,24.0,59.0,1400.0,9.0,-0.7,1023.2,-14.3,0.0,SSE,2.0,Changping
34548,2017,2,7,11,82.0,102.0,24.0,64.0,1500.0,10.0,-0.8,1023.2,-8.3,0.0,SSW,1.5,Changping
34549,2017,2,7,12,96.0,99.0,18.0,75.0,1600.0,7.0,-1.4,1022.7,-6.0,0.0,NW,1.4,Changping
34550,2017,2,7,13,94.0,94.0,20.0,67.0,1500.0,13.0,-0.5,1021.7,-6.3,0.0,N,1.7,Changping
34551,2017,2,7,14,93.0,93.0,21.0,64.0,1400.0,19.0,-0.2,1021.0,-6.4,0.0,NNW,1.8,Changping
34552,2017,2,7,15,92.0,97.0,22.0,63.0,1300.0,21.0,0.7,1020.7,-6.9,0.0,ENE,1.1,Changping
34553,2017,2,7,16,82.0,82.0,20.0,58.0,1200.0,25.0,0.8,1020.3,-7.0,0.0,W,0.7,Changping
34554,2017,2,7,17,86.0,93.0,16.0,66.0,1200.0,21.0,0.5,1020.3,-7.0,0.0,NW,0.8,Changping
34555,2017,2,7,18,98.0,110.0,12.0,82.0,1500.0,25.0,-0.3,1020.7,-6.9,0.0,W,1.4,Changping
34556,2017,2,7,19,118.0,142.0,12.0,94.0,1900.0,25.0,-1.1,1021.2,-6.9,0.0,NW,1.1,Changping
34557,2017,2,7,20,134.0,146.0,16.0,97.0,2500.0,2.0,-1.4,1021.0,-7.3,0.0,NNE,1.2,Changping
34558,2017,2,7,21,108.0,108.0,14.0,69.0,1800.0,8.0,-2.4,1020.9,-7.9,0.0,NW,1.5,Changping
34559,2017,2,7,22,97.0,97.0,8.0,77.0,1600.0,25.0,-2.9,1021.0,-7.6,0.0,NW,1.1,Changping
34560,2017,2,7,23,113.0,113.0,10.0,80.0,2400.0,2.0,-3.6,1021.0,-7.7,0.0,N,1.4,Changping
34561,2017,2,8,0,115.0,115.0,10.0,80.0,2100.0,2.0,-3.4,1021.3,-7.5,0.0,NE,0.7,Changping
34562,2017,2,8,1,112.0,112.0,9.0,63.0,2100.0,2.0,-3.5,1021.2,-7.6,0.0,NW,0.6,Changping
34563,2017,2,8,2,101.0,101.0,36.0,35.0,1100.0,2.0,-3.1,1021.3,-7.4,0.0,NNW,2.0,Changping
34564,2017,2,8,3,88.0,88.0,13.0,28.0,1100.0,7.0,-2.9,1021.1,-7.8,0.0,NNW,2.1,Changping
34565,2017,2,8,4,49.0,53.0,5.0,18.0,500.0,25.0,-3.5,1020.8,-8.8,0.0,N,1.2,Changping
34566,2017,2,8,5,39.0,39.0,8.0,28.0,700.0,29.0,-0.8,1021.2,-12.7,0.0,NNW,3.0,Changping
34567,2017,2,8,6,7.0,25.0,3.0,17.0,500.0,58.0,-0.6,1021.7,-15.3,0.0,NNW,2.6,Changping
34568,2017,2,8,7,9.0,35.0,2.0,15.0,400.0,60.0,-1.2,1022.3,-16.6,0.0,N,2.2,Changping
34569,2017,2,8,8,5.0,17.0,2.0,15.0,400.0,62.0,-0.9,1022.8,-16.7,0.0,NNW,4.1,Changping
34570,2017,2,8,9,4.0,12.0,2.0,15.0,400.0,57.0,0.0,1023.3,-16.8,0.0,NW,3.7,Changping
34571,2017,2,8,10,8.0,19.0,3.0,16.0,400.0,54.0,0.9,1023.2,-15.6,0.0,WNW,3.7,Changping
34572,2017,2,8,11,12.0,27.0,6.0,20.0,500.0,51.0,2.2,1023.0,-15.8,0.0,NW,3.6,Changping
34573,2017,2,8,12,11.0,49.0,3.0,16.0,400.0,55.0,2.8,1022.0,-16.9,0.0,WNW,4.0,Changping
34574,2017,2,8,13,14.0,45.0,2.0,11.0,300.0,64.0,2.9,1021.3,-21.3,0.0,N,4.9,Changping
34575,2017,2,8,14,7.0,24.0,2.0,9.0,300.0,66.0,3.2,1020.8,-22.7,0.0,NNW,4.2,Changping
34576,2017,2,8,15,5.0,28.0,2.0,11.0,300.0,65.0,3.0,1020.9,-22.8,0.0,NNW,6.0,Changping
34577,2017,2,8,16,6.0,26.0,2.0,11.0,300.0,64.0,2.3,1021.0,-22.5,0.0,NNW,4.3,Changping
34578,2017,2,8,17,8.0,29.0,2.0,10.0,300.0,67.0,1.1,1021.1,-22.7,0.0,NNW,3.8,Changping
34579,2017,2,8,18,8.0,27.0,2.0,12.0,300.0,67.0,-0.9,1022.2,-21.7,0.0,N,4.3,Changping
34580,2017,2,8,19,8.0,29.0,2.0,12.0,300.0,59.0,-2.0,1023.2,-20.9,0.0,N,3.6,Changping
34581,2017,2,8,20,11.0,25.0,3.0,11.0,300.0,63.0,-2.9,1023.7,-20.7,0.0,N,1.6,Changping
34582,2017,2,8,21,9.0,22.0,6.0,16.0,400.0,61.0,-3.2,1023.9,-20.5,0.0,NNE,1.6,Changping
34583,2017,2,8,22,6.0,16.0,4.0,15.0,400.0,63.0,-3.3,1023.9,-21.0,0.0,NNW,2.7,Changping
34584,2017,2,8,23,10.0,20.0,3.0,14.0,500.0,67.0,-4.2,1023.6,-20.5,0.0,WNW,2.0,Changping
34585,2017,2,9,0,12.0,22.0,4.0,32.0,800.0,67.0,-4.0,1023.2,-19.5,0.0,W,3.4,Changping
34586,2017,2,9,1,10.0,15.0,4.0,29.0,700.0,67.0,-5.0,1022.4,-19.6,0.0,N,1.0,Changping
34587,2017,2,9,2,13.0,15.0,2.0,21.0,600.0,67.0,-4.5,1022.0,-19.9,0.0,WNW,2.0,Changping
34588,2017,2,9,3,46.0,68.0,12.0,51.0,900.0,38.0,-4.3,1021.4,-20.5,0.0,WNW,2.1,Changping
34589,2017,2,9,4,11.0,15.0,4.0,21.0,700.0,67.0,-4.4,1020.7,-20.6,0.0,WNW,2.8,Changping
34590,2017,2,9,5,11.0,13.0,3.0,15.0,600.0,67.0,-4.5,1020.5,-20.3,0.0,WNW,2.9,Changping
34591,2017,2,9,6,10.0,19.0,4.0,22.0,600.0,67.0,-4.7,1020.6,-20.5,0.0,WNW,4.1,Changping
34592,2017,2,9,7,8.0,21.0,6.0,26.0,700.0,67.0,-4.7,1020.7,-20.9,0.0,WNW,4.5,Changping
34593,2017,2,9,8,13.0,23.0,6.0,29.0,700.0,67.0,-4.6,1021.0,-20.8,0.0,WNW,4.3,Changping
34594,2017,2,9,9,8.0,27.0,4.0,19.0,700.0,45.0,-3.3,1020.8,-20.6,0.0,WNW,5.1,Changping
34595,2017,2,9,10,5.0,23.0,3.0,17.0,600.0,45.0,-2.1,1020.8,-21.0,0.0,WNW,5.9,Changping
34596,2017,2,9,11,7.0,28.0,3.0,15.0,500.0,67.0,-1.1,1020.4,-21.3,0.0,WNW,5.7,Changping
34597,2017,2,9,12,13.0,35.0,5.0,18.0,500.0,49.0,0.0,1019.3,-20.9,0.0,WNW,6.1,Changping
34598,2017,2,9,13,10.0,53.0,4.0,17.0,500.0,67.0,1.1,1018.2,-20.6,0.0,W,5.4,Changping
34599,2017,2,9,14,6.0,29.0,2.0,14.0,400.0,67.0,2.9,1017.3,-23.8,0.0,NW,4.0,Changping
34600,2017,2,9,15,7.0,34.0,2.0,8.0,300.0,66.0,2.0,1017.4,-23.6,0.0,N,5.3,Changping
34601,2017,2,9,16,5.0,24.0,2.0,8.0,300.0,67.0,1.7,1017.2,-22.2,0.0,N,3.5,Changping
34602,2017,2,9,17,9.0,35.0,2.0,10.0,300.0,66.0,0.9,1017.5,-22.9,0.0,NNW,4.6,Changping
34603,2017,2,9,18,6.0,29.0,2.0,9.0,300.0,70.0,-0.4,1018.2,-22.5,0.0,N,2.9,Changping
34604,2017,2,9,19,8.0,25.0,2.0,14.0,400.0,65.0,-0.9,1018.7,-22.3,0.0,NNW,4.1,Changping
34605,2017,2,9,20,7.0,24.0,2.0,13.0,400.0,66.0,-1.5,1019.0,-21.6,0.0,NW,2.7,Changping
34606,2017,2,9,21,12.0,25.0,2.0,17.0,500.0,58.0,-2.3,1019.0,-21.2,0.0,WNW,2.6,Changping
34607,2017,2,9,22,8.0,33.0,3.0,22.0,500.0,49.0,-2.2,1019.2,-19.2,0.0,WNW,4.4,Changping
34608,2017,2,9,23,10.0,35.0,3.0,21.0,500.0,46.0,-2.4,1019.2,-19.3,0.0,WNW,4.3,Changping
34609,2017,2,10,0,10.0,36.0,3.0,28.0,500.0,39.0,-2.3,1019.1,-19.3,0.0,WNW,4.9,Changping
34610,2017,2,10,1,5.0,44.0,3.0,18.0,800.0,35.0,-2.3,1019.0,-20.2,0.0,WNW,6.2,Changping
34611,2017,2,10,2,7.0,33.0,10.0,5.0,400.0,28.0,-2.6,1019.4,-20.9,0.0,WNW,5.1,Changping
34612,2017,2,10,3,10.0,43.0,4.0,7.0,300.0,35.0,-3.0,1019.6,-21.3,0.0,WNW,6.0,Changping
34613,2017,2,10,4,3.0,51.0,4.0,8.0,300.0,32.0,-3.4,1019.8,-21.1,0.0,WNW,7.2,Changping
34614,2017,2,10,5,7.0,42.0,4.0,15.0,300.0,31.0,-3.8,1020.3,-22.0,0.0,WNW,6.0,Changping
34615,2017,2,10,6,8.0,37.0,6.0,16.0,400.0,42.0,-4.2,1020.5,-21.8,0.0,WNW,6.2,Changping
34616,2017,2,10,7,8.0,179.0,6.0,17.0,500.0,39.0,-4.5,1021.4,-22.1,0.0,WNW,7.4,Changping
34617,2017,2,10,8,7.0,67.0,6.0,15.0,500.0,40.0,-4.2,1022.2,-21.8,0.0,NW,8.0,Changping
34618,2017,2,10,9,15.0,29.0,7.0,15.0,600.0,42.0,-2.7,1022.6,-21.5,0.0,WNW,5.3,Changping
34619,2017,2,10,10,10.0,30.0,7.0,16.0,500.0,41.0,-1.2,1022.5,-21.4,0.0,WNW,5.9,Changping
34620,2017,2,10,11,6.0,23.0,6.0,16.0,400.0,46.0,0.0,1022.2,-20.9,0.0,WNW,6.0,Changping
34621,2017,2,10,12,12.0,35.0,6.0,16.0,400.0,48.0,1.3,1021.2,-21.1,0.0,WNW,6.3,Changping
34622,2017,2,10,13,9.0,41.0,6.0,17.0,300.0,49.0,2.4,1020.0,-20.9,0.0,WNW,5.8,Changping
34623,2017,2,10,14,16.0,42.0,6.0,17.0,300.0,49.0,3.8,1019.0,-20.5,0.0,WNW,5.4,Changping
34624,2017,2,10,15,11.0,45.0,5.0,17.0,300.0,51.0,4.8,1018.3,-22.3,0.0,WNW,5.0,Changping
34625,2017,2,10,16,6.0,44.0,3.0,17.0,300.0,52.0,4.9,1018.1,-22.2,0.0,WNW,5.3,Changping
34626,2017,2,10,17,8.0,34.0,4.0,21.0,300.0,54.0,4.3,1018.4,-21.8,0.0,WNW,4.5,Changping
34627,2017,2,10,18,10.0,24.0,5.0,22.0,300.0,57.0,2.9,1019.2,-23.8,0.0,NNW,3.0,Changping
34628,2017,2,10,19,12.0,23.0,8.0,22.0,400.0,60.0,1.1,1019.6,-22.7,0.0,NNE,1.7,Changping
34629,2017,2,10,20,13.0,21.0,8.0,23.0,400.0,58.0,0.5,1019.8,-22.5,0.0,NE,1.5,Changping
34630,2017,2,10,21,8.0,17.0,7.0,22.0,400.0,58.0,0.4,1020.2,-22.6,0.0,NE,1.5,Changping
34631,2017,2,10,22,11.0,17.0,10.0,30.0,500.0,51.0,0.5,1020.2,-22.5,0.0,NNE,2.2,Changping
34632,2017,2,10,23,8.0,16.0,6.0,16.0,400.0,61.0,-0.1,1020.2,-21.6,0.0,N,1.4,Changping
34633,2017,2,11,0,16.0,28.0,14.0,25.0,500.0,51.0,-0.5,1020.4,-20.8,0.0,NNE,2.2,Changping
34634,2017,2,11,1,14.0,21.0,11.0,19.0,500.0,55.0,-0.4,1020.4,-19.6,0.0,N,2.0,Changping
34635,2017,2,11,2,13.0,19.0,9.0,16.0,500.0,55.0,-0.6,1020.5,-19.7,0.0,NNE,1.9,Changping
34636,2017,2,11,3,16.0,16.0,12.0,22.0,500.0,51.0,-0.1,1020.3,-19.3,0.0,NNE,1.9,Changping
34637,2017,2,11,4,10.0,14.0,10.0,18.0,500.0,54.0,-1.8,1020.2,-19.3,0.0,NW,1.6,Changping
34638,2017,2,11,5,9.0,11.0,9.0,19.0,400.0,50.0,-1.6,1019.9,-18.6,0.0,NNW,1.7,Changping
34639,2017,2,11,6,8.0,18.0,9.0,22.0,500.0,42.0,-1.3,1019.9,-17.9,0.0,N,2.3,Changping
34640,2017,2,11,7,14.0,25.0,12.0,29.0,600.0,37.0,-3.8,1020.1,-17.8,0.0,N,0.7,Changping
34641,2017,2,11,8,20.0,31.0,15.0,30.0,700.0,35.0,-0.9,1020.6,-17.2,0.0,NNE,2.2,Changping
34642,2017,2,11,9,16.0,25.0,16.0,26.0,700.0,39.0,1.7,1020.9,-16.8,0.0,NNE,2.8,Changping
34643,2017,2,11,10,16.0,21.0,13.0,23.0,500.0,42.0,3.8,1020.8,-16.6,0.0,NNE,2.5,Changping
34644,2017,2,11,11,15.0,17.0,12.0,19.0,500.0,48.0,6.0,1020.1,-16.6,0.0,NW,4.1,Changping
34645,2017,2,11,12,9.0,15.0,9.0,18.0,400.0,54.0,7.2,1019.0,-16.3,0.0,WNW,3.6,Changping
34646,2017,2,11,13,9.0,12.0,7.0,18.0,300.0,58.0,8.1,1017.8,-17.1,0.0,NW,2.9,Changping
34647,2017,2,11,14,18.0,27.0,10.0,20.0,400.0,58.0,9.5,1016.7,-16.7,0.0,WNW,3.6,Changping
34648,2017,2,11,15,12.0,29.0,9.0,21.0,400.0,60.0,10.2,1016.2,-17.1,0.0,WNW,4.4,Changping
34649,2017,2,11,16,13.0,23.0,7.0,23.0,300.0,58.0,10.2,1016.0,-17.1,0.0,WNW,4.3,Changping
34650,2017,2,11,17,15.0,29.0,10.0,26.0,400.0,57.0,10.1,1015.7,-16.3,0.0,WNW,2.1,Changping
34651,2017,2,11,18,25.0,41.0,14.0,33.0,600.0,51.0,6.6,1016.6,-16.8,0.0,E,2.3,Changping
34652,2017,2,11,19,29.0,70.0,14.0,26.0,600.0,53.0,5.0,1017.2,-16.8,0.0,E,1.9,Changping
34653,2017,2,11,20,61.0,84.0,23.0,31.0,700.0,46.0,3.1,1017.6,-16.6,0.0,NNW,1.5,Changping
34654,2017,2,11,21,152.0,287.0,59.0,72.0,1400.0,11.0,0.7,1018.3,-16.2,0.0,NNW,1.1,Changping
34655,2017,2,11,22,122.0,122.0,33.0,35.0,1100.0,33.0,-0.7,1018.6,-16.2,0.0,NW,1.0,Changping
34656,2017,2,11,23,111.0,117.0,41.0,63.0,2100.0,11.0,-1.5,1018.5,-15.7,0.0,NE,0.9,Changping
34657,2017,2,12,0,50.0,58.0,14.0,24.0,800.0,38.0,-1.6,1018.6,-16.2,0.0,NNW,1.8,Changping
34658,2017,2,12,1,39.0,39.0,14.0,27.0,1200.0,24.0,-1.4,1018.2,-16.4,0.0,N,1.6,Changping
34659,2017,2,12,2,29.0,40.0,19.0,13.0,500.0,17.0,-2.7,1018.5,-16.1,0.0,WNW,0.7,Changping
